CommonNameV3,ScientificNameV3,Recognised
Black-hooded Antshrike,Thamnophilus bridgesi,R
Black Antshrike,Thamnophilus nigriceps,R
Cocha Antshrike,Thamnophilus praecox,R
Blackish-grey Antshrike,Thamnophilus nigrocinereus,R
Castelnau's Antshrike,Thamnophilus cryptoleucus,R
White-shouldered Antshrike,Thamnophilus aethiops,R
Uniform Antshrike,Thamnophilus unicolor,R
Plain-winged Antshrike,Thamnophilus schistaceus,R
Mouse-coloured Antshrike,Thamnophilus murinus,R
Upland Antshrike,Thamnophilus aroyae,R
,Thamnophilus punctatus,NR
Northern Slaty-antshrike,Thamnophilus punctatus,R
Western Slaty-antshrike,Thamnophilus atrinucha,R
Natterer's Slaty-antshrike,Thamnophilus stictocephalus,R
Bolivian Slaty-antshrike,Thamnophilus sticturus,R
Planalto Slaty-antshrike,Thamnophilus pelzelni,R
Sooretama Slaty-antshrike,Thamnophilus ambiguus,R
Amazonian Antshrike,Thamnophilus amazonicus,R
Streak-backed Antshrike,Thamnophilus insignis,R
Acre Antshrike,Thamnophilus divisorius,R
Variable Antshrike,Thamnophilus caerulescens,R
,Thamnophilus pernambucensis,NR
Rufous-winged Antshrike,Thamnophilus torquatus,R
Rufous-capped Antshrike,Thamnophilus ruficapillus,R
Pearly Antshrike,Megastictus margaritatus,R
Black Bushbird,Neoctantes niger,R
Recurve-billed Bushbird,Clytoctantes alixii,R
Rondonia Bushbird,Clytoctantes atrogularis,R
Spiny-faced Antshrike,Xenornis setifrons,R
Russet Antshrike,Thamnistes anabatinus,R
Spot-breasted Antvireo,Dysithamnus stictothorax,R
Plain Antvireo,Dysithamnus mentalis,R
Streak-crowned Antvireo,Dysithamnus striaticeps,R
Spot-crowned Antvireo,Dysithamnus puncticeps,R
Rufous-backed Antvireo,Dysithamnus xanthopterus,R
White-streaked Antvireo,Dysithamnus leucostictus,R
Plumbeous Antvireo,Dysithamnus plumbeus,R
Bicoloured Antvireo,Dysithamnus occidentalis,R
,Thamnomanes ardesiacus,NR
Dusky-throated Antshrike,Thamnomanes ardesiacus,R
Saturnine Antshrike,Thamnomanes saturninus,R
Cinereous Antshrike,Thamnomanes caesius,R
Bluish-slate Antshrike,Thamnomanes schistogynus,R
Spot-winged Antshrike,Pygiptila stellaris,R
Checker-throated Antwren,Epinecrophylla fulviventris,R
White-eyed Antwren,Epinecrophylla leucophthalma,R
Stipple-throated Antwren,Epinecrophylla haematonota,R
Foothill Antwren,Epinecrophylla spodionota,R
Brown-backed Antwren,Epinecrophylla fjeldsaai,R
Ornate Antwren,Epinecrophylla ornata,R
Rufous-tailed Antwren,Epinecrophylla erythrura,R
,Myrmotherula brachyura,NR
Pygmy Antwren,Myrmotherula brachyura,R
Moustached Antwren,Myrmotherula ignota,R
,Myrmotherula ignota,NR
,Myrmotherula obscura,NR
Sclater's Antwren,Myrmotherula sclateri,R
Klages's Antwren,Myrmotherula klagesi,R
Yellow-throated Antwren,Myrmotherula ambigua,R
,Myrmotherula surinamensis,NR
Guianan Streaked Antwren,Myrmotherula surinamensis,R
Pacific Antwren,Myrmotherula pacifica,R
Amazonian Streaked Antwren,Myrmotherula multostriata,R
Cherrie's Antwren,Myrmotherula cherriei,R
Stripe-chested Antwren,Myrmotherula longicauda,R
Plain-throated Antwren,Myrmotherula hauxwelli,R
Rufous-bellied Antwren,Myrmotherula guttata,R
Star-throated Antwren,Myrmotherula gularis,R
Brown-bellied Antwren,Myrmotherula gutturalis,R
White-flanked Antwren,Myrmotherula axillaris,R
Rio de Janeiro Antwren,Myrmotherula fluminensis,R
Slaty Antwren,Myrmotherula schisticolor,R
Rio Suno Antwren,Myrmotherula sunensis,R
Long-winged Antwren,Myrmotherula longipennis,R
Salvadori's Antwren,Myrmotherula minor,R
Ihering's Antwren,Myrmotherula iheringi,R
Ashy Antwren,Myrmotherula grisea,R
,Myrmotherula unicolor,NR
Unicoloured Antwren,Myrmotherula unicolor,R
Alagoas Antwren,Myrmotherula snowi,R
Plain-winged Antwren,Myrmotherula behni,R
Band-tailed Antwren,Myrmotherula urosticta,R
Grey Antwren,Myrmotherula menetriesii,R
Leaden Antwren,Myrmotherula assimilis,R
Banded Antbird,Dichrozona cincta,R
Stripe-backed Antbird,Myrmorchilus strigilatus,R
Ash-throated Antwren,Herpsilochmus parkeri,R
Creamy-bellied Antwren,Herpsilochmus motacilloides,R
Black-capped Antwren,Herpsilochmus atricapillus,R
,Herpsilochmus pileatus,NR
Bahia Antwren,Herpsilochmus pileatus,R
Caatinga Antwren,Herpsilochmus sellowi,R
,Herpsilochmus sticturus,NR
Spot-tailed Antwren,Herpsilochmus sticturus,R
Dugand's Antwren,Herpsilochmus dugandi,R
Todd's Antwren,Herpsilochmus stictocephalus,R
Spot-backed Antwren,Herpsilochmus dorsimaculatus,R
Ancient Antwren,Herpsilochmus gentryi,R
Roraiman Antwren,Herpsilochmus roraimae,R
Pectoral Antwren,Herpsilochmus pectoralis,R
Large-billed Antwren,Herpsilochmus longirostris,R
Yellow-breasted Antwren,Herpsilochmus axillaris,R
Rufous-winged Antwren,Herpsilochmus rufimarginatus,R
Dot-winged Antwren,Microrhopias quixensis,R
Narrow-billed Antwren,Formicivora iheringi,R
White-fringed Antwren,Formicivora grisea,R
Black-bellied Antwren,Formicivora melanogaster,R
Serra Antwren,Formicivora serrana,R
Restinga Antwren,Formicivora littoralis,R
Black-hooded Antwren,Formicivora erythronotos,R
Rusty-backed Antwren,Formicivora rufa,R
Sincorá Antwren,Formicivora grantsaui,UR
Parana Antwren,Stymphalornis acutirostris,R
Ferruginous Antbird,Drymophila ferruginea,R
Bertoni's Antbird,Drymophila rubricollis,R
Rufous-tailed Antbird,Drymophila genei,R
Ochre-rumped Antbird,Drymophila ochropyga,R
Striated Antbird,Drymophila devillei,R
,Drymophila subochracea,NR
Long-tailed Antbird,Drymophila caudata,R
Dusky-tailed Antbird,Drymophila malura,R
Scaled Antbird,Drymophila squamata,R
Streak-capped Antwren,Terenura maculata,R
Orange-bellied Antwren,Terenura sicki,R
Rufous-rumped Antwren,Terenura callinota,R
Chestnut-shouldered Antwren,Terenura humeralis,R
Yellow-rumped Antwren,Terenura sharpei,R
Ash-winged Antwren,Terenura spodioptila,R
Grey Antbird,Cercomacra cinerascens,R
Rio de Janeiro Antbird,Cercomacra brasiliana,R
Parker's Antbird,Cercomacra parkeri,R
,Cercomacra tyrannina,NR
Dusky Antbird,Cercomacra tyrannina,R
Laeta Antbird,Cercomacra laeta,R
Blackish Antbird,Cercomacra nigrescens,R
Bananal Antbird,Cercomacra ferdinandi,R
Black Antbird,Cercomacra serva,R
Jet Antbird,Cercomacra nigricans,R
Rio Branco Antbird,Cercomacra carbonaria,R
Manu Antbird,Cercomacra manu,R
Mato Grosso Antbird,Cercomacra melanaria,R
White-backed Fire-eye,Pyriglena leuconota,R
,Pyriglena leuconota,NR
,Pyriglena castanoptera,NR
,Pyriglena pacifica,NR
White-shouldered Fire-eye,Pyriglena leucoptera,R
Fringe-backed Fire-eye,Pyriglena atra,R
Slender Antbird,Rhopornis ardesiacus,R
White-browed Antbird,Myrmoborus leucophrys,R
Ash-breasted Antbird,Myrmoborus lugubris,R
Black-faced Antbird,Myrmoborus myotherinus,R
Black-tailed Antbird,Myrmoborus melanurus,R
,Hypocnemis cantator,NR
Guianan Warbling-antbird,Hypocnemis cantator,R
Imeri Warbling-antbird,Hypocnemis flavescens,R
Peruvian Warbling-antbird,Hypocnemis peruviana,R
Yellow-breasted Warbling-antbird,Hypocnemis subflava,R
Rondonia Warbling-antbird,Hypocnemis ochrogyna,R
Spix's Warbling-antbird,Hypocnemis striata,R
Yellow-browed Antbird,Hypocnemis hypoxantha,R
Black-chinned Antbird,Hypocnemoides melanopogon,R
Band-tailed Antbird,Hypocnemoides maculicauda,R
Black-and-white Antbird,Myrmochanes hemileucus,R
Bare-crowned Antbird,Gymnocichla nudiceps,R
Silvered Antbird,Sclateria naevia,R
Black-headed Antbird,Percnostola rufifrons,R
Allpahuayo Antbird,Percnostola arenarum,R
White-lined Antbird,Percnostola lophotes,R
Slate-coloured Antbird,Schistocichla schistacea,R
,Schistocichla leucostigma,NR
,Schistocichla leucostigma,NR
Spot-winged Antbird,Schistocichla leucostigma,R
Brownish-headed Antbird,Schistocichla brunneiceps,R
Rufous-faced Antbird,Schistocichla rufifacies,R
Humaita Antbird,Schistocichla humaythae,R
Roraiman Antbird,Schistocichla saturata,R
Caura Antbird,Schistocichla caurensis,R
Stub-tailed Antbird,Myrmeciza berlepschi,R
Esmeraldas Antbird,Myrmeciza nigricauda,R
White-bellied Antbird,Myrmeciza longipes,R
Chestnut-backed Antbird,Myrmeciza exsul,R
Ferruginous-backed Antbird,Myrmeciza ferruginea,R
Scalloped Antbird,Myrmeciza ruficauda,R
White-bibbed Antbird,Myrmeciza loricata,R
Squamate Antbird,Myrmeciza squamosa,R
Dull-mantled Antbird,Myrmeciza laemosticta,R
Yapacana Antbird,Myrmeciza disjuncta,R
Grey-bellied Antbird,Myrmeciza pelzelni,R
,Myrmeciza hemimelaena,NR
Chestnut-tailed Antbird,Myrmeciza hemimelaena,R
Zimmer's Antbird,Myrmeciza castanea,R
Plumbeous Antbird,Myrmeciza hyperythra,R
White-shouldered Antbird,Myrmeciza melanoceps,R
Goeldi's Antbird,Myrmeciza goeldii,R
Sooty Antbird,Myrmeciza fortis,R
Immaculate Antbird,Myrmeciza immaculata,R
Grey-headed Antbird,Myrmeciza griseiceps,R
Black-throated Antbird,Myrmeciza atrothorax,R
,Myrmeciza stictothorax,NR
Wing-banded Antbird,Myrmornis torquata,R
,Myrmornis stictoptera,NR
White-plumed Antbird,Pithys albifrons,R
White-masked Antbird,Pithys castaneus,R
Rufous-throated Antbird,Gymnopithys rufigula,R
,Gymnopithys bicolor,NR
,Gymnopithys leucaspis,NR
Bicoloured Antbird,Gymnopithys leucaspis,R
Lunulated Antbird,Gymnopithys lunulatus,R
White-throated Antbird,Gymnopithys salvini,R
Hairy-crested Antbird,Rhegmatorhina melanosticta,R
Chestnut-crested Antbird,Rhegmatorhina cristata,R
White-breasted Antbird,Rhegmatorhina hoffmannsi,R
Harlequin Antbird,Rhegmatorhina berlepschi,R
Bare-eyed Antbird,Rhegmatorhina gymnops,R
Spotted Antbird,Hylophylax naevioides,R
Spot-backed Antbird,Hylophylax naevius,R
Dot-backed Antbird,Hylophylax punctulatus,R
Scale-backed Antbird,Willisornis poecilinotus,R
Black-spotted Bare-eye,Phlegopsis nigromaculata,R
,Phlegopsis paraensis,NR
,Phlegopsis barringeri,NR
Reddish-winged Bare-eye,Phlegopsis erythroptera,R
Ocellated Antbird,Phaenostictus mcleannani,R
Rufous Gnateater,Conopophaga lineata,R
,Conopophaga lineata,NR
,Conopophaga cearae,NR
Chestnut-belted Gnateater,Conopophaga aurita,R
Hooded Gnateater,Conopophaga roberti,R
Ash-throated Gnateater,Conopophaga peruviana,R
Slaty Gnateater,Conopophaga ardesiaca,R
Chestnut-crowned Gnateater,Conopophaga castaneiceps,R
Black-cheeked Gnateater,Conopophaga melanops,R
Black-bellied Gnateater,Conopophaga melanogaster,R
,Pteroptochos tarnii,NR
Black-throated Huet-huet,Pteroptochos tarnii,R
Chestnut-throated Huet-huet,Pteroptochos castaneus,R
Moustached Turca,Pteroptochos megapodius,R
White-throated Tapaculo,Scelorchilus albicollis,R
Chucao Tapaculo,Scelorchilus rubecula,R
Crested Gallito,Rhinocrypta lanceolata,R
Sandy Gallito,Teledromas fuscus,R
Rusty-belted Tapaculo,Liosceles thoracicus,R
Collared Crescentchest,Melanopareia torquata,R
Olive-crowned Crescentchest,Melanopareia maximiliani,R
,Melanopareia elegans,NR
Elegant Crescentchest,Melanopareia elegans,R
Maranon Crescentchest,Melanopareia maranonica,R
Spotted Bamboowren,Psilorhamphus guttatus,R
Slaty Bristlefront,Merulaxis ater,R
Stresemann's Bristlefront,Merulaxis stresemanni,R
Ochre-flanked Tapaculo,Eugralla paradoxa,R
Ash-coloured Tapaculo,Myornis senilis,R
,Scytalopus unicolor,NR
Unicoloured Tapaculo,Scytalopus unicolor,R
Blackish Tapaculo,Scytalopus latrans,R
Trilling Tapaculo,Scytalopus parvirostris,R
Mouse-coloured Tapaculo,Scytalopus speluncae,R
Diamantina Tapaculo,Scytalopus diamantinensis,UR
Planalto Tapaculo,Scytalopus pachecoi,R
Marsh Tapaculo,Scytalopus iraiensis,R
Large-footed Tapaculo,Scytalopus macropus,R
,Scytalopus femoralis,NR
Rufous-vented Tapaculo,Scytalopus femoralis,R
White-crowned Tapaculo,Scytalopus atratus,R
Bolivian Tapaculo,Scytalopus bolivianus,R
Santa Marta Tapaculo,Scytalopus sanctaemartae,R
Long-tailed Tapaculo,Scytalopus micropterus,R
Silvery-fronted Tapaculo,Scytalopus argentifrons,R
Tacarcuna Tapaculo,Scytalopus panamensis,R
Upper Magdalena Tapaculo,Scytalopus rodriguezi,R
Stiles's Tapaculo,Scytalopus stilesi,R
Ecuadorian Tapaculo,Scytalopus robbinsi,R
,Scytalopus vicinior,NR
Narino Tapaculo,Scytalopus vicinior,R
Choco Tapaculo,Scytalopus chocoensis,R
,Scytalopus latebricola,NR
Brown-rumped Tapaculo,Scytalopus latebricola,R
Caracas Tapaculo,Scytalopus caracae,R
,Scytalopus meridanus,NR
Merida Tapaculo,Scytalopus meridanus,R
Spillmann's Tapaculo,Scytalopus spillmanni,R
Chusquea Tapaculo,Scytalopus parkeri,R
Brasilia Tapaculo,Scytalopus novacapitalis,R
,Scytalopus magellanicus,NR
Magellanic Tapaculo,Scytalopus magellanicus,R
Pale-bellied Tapaculo,Scytalopus griseicollis,R
,Scytalopus fuscicauda,NR
Neblina Tapaculo,Scytalopus altirostris,R
Ancash Tapaculo,Scytalopus affinis,R
Tschudi's Tapaculo,Scytalopus acutirostris,R
Vilcabamba Tapaculo,Scytalopus urubambae,R
Puna Tapaculo,Scytalopus simonsi,R
Zimmer's Tapaculo,Scytalopus zimmeri,R
Dusky Tapaculo,Scytalopus fuscus,R
Paramo Tapaculo,Scytalopus canus,R
White-browed Tapaculo,Scytalopus superciliaris,R
Diademed Tapaculo,Scytalopus schulenbergi,R
White-breasted Tapaculo,Eleoscytalopus indigoticus,R
Bahia Tapaculo,Eleoscytalopus psychopompus,R
Ocellated Tapaculo,Acropternis orthonyx,R
Pale-faced Antbird,Skutchia borbae,R
Rufous-capped Antthrush,Formicarius colma,R
Black-faced Antthrush,Formicarius analis,R
Rufous-fronted Antthrush,Formicarius rufifrons,R
Black-headed Antthrush,Formicarius nigricapillus,R
Rufous-breasted Antthrush,Formicarius rufipectus,R
Short-tailed Antthrush,Chamaeza campanisona,R
Striated Antthrush,Chamaeza nobilis,R
Schwartz's Antthrush,Chamaeza turdina,R
Such's Antthrush,Chamaeza meruloides,R
Rufous-tailed Antthrush,Chamaeza ruficauda,R
Barred Antthrush,Chamaeza mollissima,R
Black-crowned Antpitta,Pittasoma michleri,R
Rufous-crowned Antpitta,Pittasoma rufopileatum,R
Undulated Antpitta,Grallaria squamigera,R
Giant Antpitta,Grallaria gigantea,R
Great Antpitta,Grallaria excelsa,R
Variegated Antpitta,Grallaria varia,R
Scaled Antpitta,Grallaria guatimalensis,R
Moustached Antpitta,Grallaria alleni,R
Tachira Antpitta,Grallaria chthonia,R
Plain-backed Antpitta,Grallaria haplonota,R
Ochre-striped Antpitta,Grallaria dignissima,R
Elusive Antpitta,Grallaria eludens,R
Cundinamarca Antpitta,Grallaria kaestneri,R
Santa Marta Antpitta,Grallaria bangsi,R
Chestnut-crowned Antpitta,Grallaria ruficapilla,R
Watkins's Antpitta,Grallaria watkinsi,R
Stripe-headed Antpitta,Grallaria andicolus,R
Bicoloured Antpitta,Grallaria rufocinerea,R
Chestnut-naped Antpitta,Grallaria nuchalis,R
Jocotoco Antpitta,Grallaria ridgelyi,R
Pale-billed Antpitta,Grallaria carrikeri,R
White-throated Antpitta,Grallaria albigula,R
Yellow-breasted Antpitta,Grallaria flavotincta,R
White-bellied Antpitta,Grallaria hypoleuca,R
Rusty-tinged Antpitta,Grallaria przewalskii,R
Bay Antpitta,Grallaria capitalis,R
Red-and-white Antpitta,Grallaria erythroleuca,R
Grey-naped Antpitta,Grallaria griseonucha,R
Rufous Antpitta,Grallaria rufula,R
Chestnut Antpitta,Grallaria blakei,R
Rufous-faced Antpitta,Grallaria erythrotis,R
Tawny Antpitta,Grallaria quitensis,R
Brown-banded Antpitta,Grallaria milleri,R
Spectacled Antpitta,Hylopezus perspicillatus,R
,Hylopezus macularius,NR
Spotted Antpitta,Hylopezus macularius,R
Masked Antpitta,Hylopezus auricularis,R
Thicket Antpitta,Hylopezus dives,R
White-lored Antpitta,Hylopezus fulviventris,R
Amazonian Antpitta,Hylopezus berlepschi,R
White-browed Antpitta,Hylopezus ochroleucus,R
Speckle-breasted Antpitta,Hylopezus nattereri,R
Thrush-like Antpitta,Myrmothera campanisona,R
Brown-breasted Antpitta,Myrmothera simplex,R
Ochre-breasted Antpitta,Grallaricula flavirostris,R
Rusty-breasted Antpitta,Grallaricula ferrugineipectus,R
Slate-crowned Antpitta,Grallaricula nana,R
Scallop-breasted Antpitta,Grallaricula loricata,R
Peruvian Antpitta,Grallaricula peruviana,R
Ochre-fronted Antpitta,Grallaricula ochraceifrons,R
Crescent-faced Antpitta,Grallaricula lineifrons,R
Hooded Antpitta,Grallaricula cucullata,R
Straight-billed Earthcreeper,Ochetorhynchus ruficaudus,R
Rock Earthcreeper,Ochetorhynchus andaecola,R
Crag Chilia,Ochetorhynchus melanura,R
Band-tailed Earthcreeper,Ochetorhynchus phoenicurus,R
Coastal Miner,Geositta peruviana,R
Common Miner,Geositta cunicularia,R
Slender-billed Miner,Geositta tenuirostris,R
Short-billed Miner,Geositta antarctica,R
Creamy-rumped Miner,Geositta isabellina,R
Dark-winged Miner,Geositta saxicolina,R
Greyish Miner,Geositta maritima,R
Puna Miner,Geositta punensis,R
Rufous-banded Miner,Geositta rufipennis,R
Campo Miner,Geositta poeciloptera,R
Thick-billed Miner,Geositta crassirostris,R
Striated Earthcreeper,Upucerthia serrana,R
,Upucerthia dumetaria,NR
Scale-throated Earthcreeper,Upucerthia dumetaria,R
Patagonian Forest Earthcreeper,Upucerthia saturatior,R
White-throated Earthcreeper,Upucerthia albigula,R
Plain-breasted Earthcreeper,Upucerthia jelskii,R
Buff-breasted Earthcreeper,Upucerthia validirostris,R
Bolivian Earthcreeper,Tarphonomus harterti,R
Chaco Earthcreeper,Tarphonomus certhioides,R
,Cinclodes fuscus,NR
Buff-winged Cinclodes,Cinclodes fuscus,R
Chestnut-winged Cinclodes,Cinclodes albidiventris,R
Cordoba Cinclodes,Cinclodes comechingonus,R
Cream-winged Cinclodes,Cinclodes albiventris,R
Long-tailed Cinclodes,Cinclodes pabsti,R
Grey-flanked Cinclodes,Cinclodes oustaleti,R
Olrog's Cinclodes,Cinclodes olrogi,R
,Cinclodes excelsior,NR
Stout-billed Cinclodes,Cinclodes excelsior,R
Royal Cinclodes,Cinclodes aricomae,R
Dark-bellied Cinclodes,Cinclodes patagonicus,R
Surf Cinclodes,Cinclodes taczanowskii,R
Seaside Cinclodes,Cinclodes nigrofumosus,R
Blackish Cinclodes,Cinclodes antarcticus,R
White-winged Cinclodes,Cinclodes atacamensis,R
White-bellied Cinclodes,Cinclodes palliatus,R
Lesser Hornero,Furnarius minor,R
Wing-banded Hornero,Furnarius figulus,R
Pale-legged Hornero,Furnarius leucopus,R
,Furnarius leucopus,NR
,Furnarius cinnamomeus,NR
Pale-billed Hornero,Furnarius torridus,R
Rufous Hornero,Furnarius rufus,R
Crested Hornero,Furnarius cristatus,R
Des Murs's Wiretail,Sylviorthorhynchus desmursii,R
Thorn-tailed Rayadito,Aphrastura spinicauda,R
Masafuera Rayadito,Aphrastura masafuerae,R
Brown-capped Tit-spinetail,Leptasthenura fuliginiceps,R
Tawny Tit-spinetail,Leptasthenura yanacensis,R
Tufted Tit-spinetail,Leptasthenura platensis,R
Plain-mantled Tit-spinetail,Leptasthenura aegithaloides,R
Striolated Tit-spinetail,Leptasthenura striolata,R
Rusty-crowned Tit-spinetail,Leptasthenura pileata,R
White-browed Tit-spinetail,Leptasthenura xenothorax,R
Streaked Tit-spinetail,Leptasthenura striata,R
Andean Tit-spinetail,Leptasthenura andicola,R
Araucaria Tit-spinetail,Leptasthenura setaria,R
Perija Thistletail,Schizoeaca perijana,R
Ochre-browed Thistletail,Schizoeaca coryi,R
White-chinned Thistletail,Schizoeaca fuliginosa,R
Mouse-coloured Thistletail,Schizoeaca griseomurina,R
Eye-ringed Thistletail,Schizoeaca palpebralis,R
Vilcabamba Thistletail,Schizoeaca vilcabambae,R
Puna Thistletail,Schizoeaca helleri,R
Black-throated Thistletail,Schizoeaca harterti,R
Itatiaia Thistletail,Oreophylax moreirae,R
Lesser Canastero,Asthenes pyrrholeuca,R
Short-billed Canastero,Asthenes baeri,R
Canyon Canastero,Asthenes pudibunda,R
Rusty-fronted Canastero,Asthenes ottonis,R
Maquis Canastero,Asthenes heterura,R
Cactus Canastero,Asthenes cactorum,R
Cordilleran Canastero,Asthenes modesta,R
Cipo Canastero,Asthenes luizae,R
Creamy-breasted Canastero,Asthenes dorbignyi,R
,Asthenes dorbignyi,NR
,Asthenes huancavelicae,NR
,Asthenes usheri,NR
,Asthenes arequipae,NR
Berlepsch's Canastero,Asthenes berlepschi,R
Steinbach's Canastero,Asthenes steinbachi,R
Dusky-tailed Canastero,Asthenes humicola,R
Patagonian Canastero,Asthenes patagonica,R
Streak-throated Canastero,Asthenes humilis,R
Streak-backed Canastero,Asthenes wyatti,R
Puno Canastero,Asthenes sclateri,R
,Asthenes punensis,NR
,Asthenes sclateri,NR
Austral Canastero,Asthenes anthoides,R
Line-fronted Canastero,Asthenes urubambensis,R
Many-striped Canastero,Asthenes flammulata,R
Junin Canastero,Asthenes virgata,R
Scribble-tailed Canastero,Asthenes maculicauda,R
Hudson's Canastero,Asthenes hudsoni,R
Chotoy Spinetail,Schoeniophylax phryganophilus,R
Rufous-capped Spinetail,Synallaxis ruficapilla,R
Bahia Spinetail,Synallaxis whitneyi,R
Sooty-fronted Spinetail,Synallaxis frontalis,R
Azara's Spinetail,Synallaxis azarae,R
Apurimac Spinetail,Synallaxis courseni,R
,Synallaxis elegantior,NR
,Synallaxis superciliosa,NR
Pale-breasted Spinetail,Synallaxis albescens,R
Rio Orinoco Spinetail,Synallaxis beverlyae,UR
Spix's Spinetail,Synallaxis spixi,R
Slaty Spinetail,Synallaxis brachyura,R
Dark-breasted Spinetail,Synallaxis albigularis,R
Cinereous-breasted Spinetail,Synallaxis hypospodia,R
Pinto's Spinetail,Synallaxis infuscata,R
Dusky Spinetail,Synallaxis moesta,R
MacConnell's Spinetail,Synallaxis macconnelli,R
Cabanis's Spinetail,Synallaxis cabanisi,R
Silvery-throated Spinetail,Synallaxis subpudica,R
Blackish-headed Spinetail,Synallaxis tithys,R
Grey-bellied Spinetail,Synallaxis cinerascens,R
White-bellied Spinetail,Synallaxis propinqua,R
Maranon Spinetail,Synallaxis maranonica,R
Plain-crowned Spinetail,Synallaxis gujanensis,R
White-lored Spinetail,Synallaxis albilora,R
Ruddy Spinetail,Synallaxis rutilans,R
Chestnut-throated Spinetail,Synallaxis cherriei,R
Rufous Spinetail,Synallaxis unirufa,R
Black-throated Spinetail,Synallaxis castanea,R
Rusty-headed Spinetail,Synallaxis fuscorufa,R
Russet-bellied Spinetail,Synallaxis zimmeri,R
Rufous-breasted Spinetail,Synallaxis erythrothorax,R
Stripe-breasted Spinetail,Synallaxis cinnamomea,R
Necklaced Spinetail,Synallaxis stictothorax,R
White-whiskered Spinetail,Synallaxis candei,R
Hoary-throated Spinetail,Synallaxis kollari,R
